text,intent,entities
Weather contrast between here and Sydney,weather_comparison,"{'location1': 'here', 'location2': 'Sydney'}"
"Which is warmer, Sydney or current location?",weather_comparison,"{'location1': 'Sydney', 'location2': 'current location'}"
"Which is colder, current location or London?",weather_comparison,"{'location1': 'current location', 'location2': 'London'}"
"Which city has better weather, Amsterdam or Paris?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Paris'}"
What's the weather prediction for Dubai?,weather_forecast,{'location': 'Dubai'}
"Which city has better weather, Paris or Moscow?",weather_comparison,"{'location1': 'Paris', 'location2': 'Moscow'}"
Compare weather in Paris and Tokyo,weather_comparison,"{'location1': 'Paris', 'location2': 'Tokyo'}"
How's the weather different in Seoul vs Dubai?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Dubai'}"
Weather contrast between Amsterdam and Singapore,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Singapore'}"
Compare current conditions in my location and current location,weather_comparison,"{'location1': 'my location', 'location2': 'current location'}"
Weather comparison between Rome and Tokyo,weather_comparison,"{'location1': 'Rome', 'location2': 'Tokyo'}"
Weather contrast between current location and Paris,weather_comparison,"{'location1': 'current location', 'location2': 'Paris'}"
Weather comparison: Rome versus Paris,weather_comparison,"{'location1': 'Rome', 'location2': 'Paris'}"
Weather report for Mumbai,current_weather,{'location': 'Mumbai'}
Weather comparison: New York versus Moscow,weather_comparison,"{'location1': 'New York', 'location2': 'Moscow'}"
Weather update for New York,current_weather,{'location': 'New York'}
What's the temperature in Seoul?,current_weather,{'location': 'Seoul'}
Weather comparison: Tokyo versus Amsterdam,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Amsterdam'}"
"Which city has better weather, here or current location?",weather_comparison,"{'location1': 'here', 'location2': 'current location'}"
What's the weather difference between Seoul and Dubai?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Dubai'}"
Compare weather in my location and Dubai,weather_comparison,"{'location1': 'my location', 'location2': 'Dubai'}"
Weather comparison: London versus Dubai,weather_comparison,"{'location1': 'London', 'location2': 'Dubai'}"
How does the weather in Rome compare to Dubai?,weather_comparison,"{'location1': 'Rome', 'location2': 'Dubai'}"
How do temperatures compare in Mumbai and Dubai?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Dubai'}"
Weather comparison: Singapore versus my location,weather_comparison,"{'location1': 'Singapore', 'location2': 'my location'}"
"Which city has better weather, Mumbai or Singapore?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'Singapore'}"
Weather comparison between current location and Seoul,weather_comparison,"{'location1': 'current location', 'location2': 'Seoul'}"
Weather difference between New York and Seoul,weather_comparison,"{'location1': 'New York', 'location2': 'Seoul'}"
How do temperatures compare in Sydney and Tokyo?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Tokyo'}"
What's the weather going to be like in Dubai this weekend?,weather_forecast,{'location': 'Dubai'}
Compare current conditions in Berlin and Tokyo,weather_comparison,"{'location1': 'Berlin', 'location2': 'Tokyo'}"
Compare current conditions in Sydney and Singapore,weather_comparison,"{'location1': 'Sydney', 'location2': 'Singapore'}"
How do temperatures compare in San Francisco and Tokyo?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Tokyo'}"
What's the weather difference between Rome and Singapore?,weather_comparison,"{'location1': 'Rome', 'location2': 'Singapore'}"
Weather forecast for Berlin for the next few days,weather_forecast,{'location': 'Berlin'}
"Which city has better weather, London or Berlin?",weather_comparison,"{'location1': 'London', 'location2': 'Berlin'}"
Weather forecast for the week in Paris,weather_forecast,{'location': 'Paris'}
What's the temperature in Paris?,current_weather,{'location': 'Paris'}
Weather comparison between Sydney and Tokyo,weather_comparison,"{'location1': 'Sydney', 'location2': 'Tokyo'}"
Temperature comparison between Mumbai and current location,weather_comparison,"{'location1': 'Mumbai', 'location2': 'current location'}"
Weather comparison: Rome versus New York,weather_comparison,"{'location1': 'Rome', 'location2': 'New York'}"
What's the rain forecast for my location?,precipitation_query,{'location': 'my location'}
Compare weather in Dubai and Sydney,weather_comparison,"{'location1': 'Dubai', 'location2': 'Sydney'}"
How's the weather different in Sydney vs here?,weather_comparison,"{'location1': 'Sydney', 'location2': 'here'}"
Compare weather in London and Berlin,weather_comparison,"{'location1': 'London', 'location2': 'Berlin'}"
Can you tell me the weather in Rome?,current_weather,{'location': 'Rome'}
"Which is colder, Tokyo or Moscow?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Moscow'}"
"Which city has better weather, Berlin or Rome?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Rome'}"
Compare temperatures in my location and New York,weather_comparison,"{'location1': 'my location', 'location2': 'New York'}"
"Which is warmer, Berlin or New York?",weather_comparison,"{'location1': 'Berlin', 'location2': 'New York'}"
"Which is warmer, Dubai or Moscow?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Moscow'}"
"Which is warmer, Singapore or New York?",weather_comparison,"{'location1': 'Singapore', 'location2': 'New York'}"
"Which is colder, San Francisco or New York?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'New York'}"
"Which city has better weather, Berlin or Toronto?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Toronto'}"
Weather comparison between San Francisco and Paris,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Paris'}"
Weather comparison between Rome and here,weather_comparison,"{'location1': 'Rome', 'location2': 'here'}"
Temperature comparison between Amsterdam and here,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'here'}"
What's the weather difference between my location and New York?,weather_comparison,"{'location1': 'my location', 'location2': 'New York'}"
Is it raining in Dubai?,current_weather,{'location': 'Dubai'}
How's the weather different in Singapore vs Amsterdam?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Amsterdam'}"
"Which city has better weather, Dubai or Tokyo?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Tokyo'}"
What's the weather difference between Mumbai and Toronto?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Toronto'}"
"Which is colder, my location or London?",weather_comparison,"{'location1': 'my location', 'location2': 'London'}"
"Which is colder, Paris or Toronto?",weather_comparison,"{'location1': 'Paris', 'location2': 'Toronto'}"
What's the heat index in Sydney?,temperature_query,{'location': 'Sydney'}
How does the weather in Toronto compare to Dubai?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Dubai'}"
What's the weather difference between Berlin and my location?,weather_comparison,"{'location1': 'Berlin', 'location2': 'my location'}"
Compare temperatures in Sydney and Rome,weather_comparison,"{'location1': 'Sydney', 'location2': 'Rome'}"
"Which is warmer, New York or Dubai?",weather_comparison,"{'location1': 'New York', 'location2': 'Dubai'}"
Temperature comparison between Moscow and Singapore,weather_comparison,"{'location1': 'Moscow', 'location2': 'Singapore'}"
Compare temperatures in my location and Seoul,weather_comparison,"{'location1': 'my location', 'location2': 'Seoul'}"
Weather comparison: Berlin versus Seoul,weather_comparison,"{'location1': 'Berlin', 'location2': 'Seoul'}"
Weather comparison between Berlin and here,weather_comparison,"{'location1': 'Berlin', 'location2': 'here'}"
"Which is warmer, Paris or current location?",weather_comparison,"{'location1': 'Paris', 'location2': 'current location'}"
How's the weather today in Rome?,current_weather,{'location': 'Rome'}
Compare weather in Dubai and Toronto,weather_comparison,"{'location1': 'Dubai', 'location2': 'Toronto'}"
What's the chance of snow in San Francisco?,precipitation_query,{'location': 'San Francisco'}
Weather contrast between Rome and current location,weather_comparison,"{'location1': 'Rome', 'location2': 'current location'}"
Compare temperatures in Sydney and Dubai,weather_comparison,"{'location1': 'Sydney', 'location2': 'Dubai'}"
How's the temperature in Amsterdam?,temperature_query,{'location': 'Amsterdam'}
Weather comparison: Rome versus Tokyo,weather_comparison,"{'location1': 'Rome', 'location2': 'Tokyo'}"
Weather forecast for Tokyo for the next few days,weather_forecast,{'location': 'Tokyo'}
Temperature comparison between here and San Francisco,weather_comparison,"{'location1': 'here', 'location2': 'San Francisco'}"
Weather difference between Berlin and Seoul,weather_comparison,"{'location1': 'Berlin', 'location2': 'Seoul'}"
"Which city has better weather, Dubai or current location?",weather_comparison,"{'location1': 'Dubai', 'location2': 'current location'}"
Weather difference between Tokyo and Seoul,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Seoul'}"
"Which is warmer, Mumbai or Rome?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'Rome'}"
How do temperatures compare in Dubai and New York?,weather_comparison,"{'location1': 'Dubai', 'location2': 'New York'}"
Compare current conditions in Sydney and Rome,weather_comparison,"{'location1': 'Sydney', 'location2': 'Rome'}"
Will it snow in Singapore tomorrow?,weather_forecast,{'location': 'Singapore'}
What's the weather difference between San Francisco and Tokyo?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Tokyo'}"
"Which city has better weather, Tokyo or New York?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'New York'}"
How's the weather looking in Moscow?,current_weather,{'location': 'Moscow'}
What's the weather difference between London and here?,weather_comparison,"{'location1': 'London', 'location2': 'here'}"
Compare weather in Tokyo and Sydney,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Sydney'}"
How's the weather different in Mumbai vs London?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'London'}"
Rain forecast for Paris,precipitation_query,{'location': 'Paris'}
How warm is it in current location?,temperature_query,{'location': 'current location'}
Compare temperatures in London and Seoul,weather_comparison,"{'location1': 'London', 'location2': 'Seoul'}"
Will it rain tomorrow in current location?,weather_forecast,{'location': 'current location'}
"Which is warmer, Toronto or Mumbai?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Mumbai'}"
Compare weather in Berlin and Mumbai,weather_comparison,"{'location1': 'Berlin', 'location2': 'Mumbai'}"
Weather difference between San Francisco and here,weather_comparison,"{'location1': 'San Francisco', 'location2': 'here'}"
"Which is warmer, Toronto or London?",weather_comparison,"{'location1': 'Toronto', 'location2': 'London'}"
What's the weather difference between Dubai and Rome?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Rome'}"
Will it drizzle in current location?,precipitation_query,{'location': 'current location'}
What's the chance of rain in here?,precipitation_query,{'location': 'here'}
How's the weather different in Amsterdam vs Dubai?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Dubai'}"
"Which city has better weather, New York or San Francisco?",weather_comparison,"{'location1': 'New York', 'location2': 'San Francisco'}"
Weather comparison: my location versus Tokyo,weather_comparison,"{'location1': 'my location', 'location2': 'Tokyo'}"
What's the weather difference between Dubai and current location?,weather_comparison,"{'location1': 'Dubai', 'location2': 'current location'}"
How's the weather looking in Rome?,current_weather,{'location': 'Rome'}
Compare weather in here and Sydney,weather_comparison,"{'location1': 'here', 'location2': 'Sydney'}"
Compare weather in San Francisco and Seoul,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Seoul'}"
Compare current conditions in current location and London,weather_comparison,"{'location1': 'current location', 'location2': 'London'}"
How are you?,general_greeting,{}
What's the mercury reading in Rome?,temperature_query,{'location': 'Rome'}
Weather comparison between Sydney and current location,weather_comparison,"{'location1': 'Sydney', 'location2': 'current location'}"
How's the weather different in Paris vs Amsterdam?,weather_comparison,"{'location1': 'Paris', 'location2': 'Amsterdam'}"
Compare current conditions in here and Mumbai,weather_comparison,"{'location1': 'here', 'location2': 'Mumbai'}"
How hot is it in Moscow?,temperature_query,{'location': 'Moscow'}
How's the weather different in Seoul vs Tokyo?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Tokyo'}"
What's the weather difference between Dubai and Mumbai?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
Compare current conditions in Seoul and Tokyo,weather_comparison,"{'location1': 'Seoul', 'location2': 'Tokyo'}"
What's the mercury reading in Amsterdam?,temperature_query,{'location': 'Amsterdam'}
Weather report for New York,current_weather,{'location': 'New York'}
How's the weather different in Toronto vs San Francisco?,weather_comparison,"{'location1': 'Toronto', 'location2': 'San Francisco'}"
Temperature comparison between London and Amsterdam,weather_comparison,"{'location1': 'London', 'location2': 'Amsterdam'}"
"Which city has better weather, Moscow or Seoul?",weather_comparison,"{'location1': 'Moscow', 'location2': 'Seoul'}"
How do temperatures compare in Sydney and Berlin?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Berlin'}"
What's the weather forecast for Dubai?,weather_forecast,{'location': 'Dubai'}
"Which is warmer, current location or Tokyo?",weather_comparison,"{'location1': 'current location', 'location2': 'Tokyo'}"
How's the weather different in my location vs here?,weather_comparison,"{'location1': 'my location', 'location2': 'here'}"
Compare weather in Moscow and Sydney,weather_comparison,"{'location1': 'Moscow', 'location2': 'Sydney'}"
How's the weather different in here vs Seoul?,weather_comparison,"{'location1': 'here', 'location2': 'Seoul'}"
Forecast for New York,weather_forecast,{'location': 'New York'}
Will it rain tomorrow in San Francisco?,weather_forecast,{'location': 'San Francisco'}
Is there any chance of rain in San Francisco?,precipitation_query,{'location': 'San Francisco'}
What's the weather going to be like in Rome next week?,weather_forecast,{'location': 'Rome'}
What's the weather difference between Toronto and Tokyo?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Tokyo'}"
Will there be any precipitation in Tokyo?,precipitation_query,{'location': 'Tokyo'}
Compare weather in Berlin and Sydney,weather_comparison,"{'location1': 'Berlin', 'location2': 'Sydney'}"
Weather report for Dubai,current_weather,{'location': 'Dubai'}
"Which city has better weather, Seoul or Dubai?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Dubai'}"
Weather comparison: Singapore versus Sydney,weather_comparison,"{'location1': 'Singapore', 'location2': 'Sydney'}"
How do temperatures compare in Dubai and Moscow?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Moscow'}"
Weather difference between Paris and San Francisco,weather_comparison,"{'location1': 'Paris', 'location2': 'San Francisco'}"
Temperature in Paris right now,temperature_query,{'location': 'Paris'}
"Which city has better weather, current location or London?",weather_comparison,"{'location1': 'current location', 'location2': 'London'}"
What's the weather forecast for New York?,weather_forecast,{'location': 'New York'}
"Which city has better weather, Singapore or Toronto?",weather_comparison,"{'location1': 'Singapore', 'location2': 'Toronto'}"
Weather comparison: Toronto versus Rome,weather_comparison,"{'location1': 'Toronto', 'location2': 'Rome'}"
Weather comparison: my location versus San Francisco,weather_comparison,"{'location1': 'my location', 'location2': 'San Francisco'}"
Temperature comparison between New York and Toronto,weather_comparison,"{'location1': 'New York', 'location2': 'Toronto'}"
Weather difference between Moscow and here,weather_comparison,"{'location1': 'Moscow', 'location2': 'here'}"
How does the weather in current location compare to Moscow?,weather_comparison,"{'location1': 'current location', 'location2': 'Moscow'}"
Compare current conditions in my location and New York,weather_comparison,"{'location1': 'my location', 'location2': 'New York'}"
Weather update for Tokyo,current_weather,{'location': 'Tokyo'}
Compare weather in Sydney and Berlin,weather_comparison,"{'location1': 'Sydney', 'location2': 'Berlin'}"
What's the weather difference between New York and Berlin?,weather_comparison,"{'location1': 'New York', 'location2': 'Berlin'}"
Weather difference between Singapore and New York,weather_comparison,"{'location1': 'Singapore', 'location2': 'New York'}"
What's the current weather in Paris?,current_weather,{'location': 'Paris'}
Temperature comparison between my location and Moscow,weather_comparison,"{'location1': 'my location', 'location2': 'Moscow'}"
How cold is it in here?,temperature_query,{'location': 'here'}
Good morning,general_greeting,{}
Compare temperatures in current location and Mumbai,weather_comparison,"{'location1': 'current location', 'location2': 'Mumbai'}"
What's the weather right now in Mumbai?,current_weather,{'location': 'Mumbai'}
Weather contrast between Toronto and here,weather_comparison,"{'location1': 'Toronto', 'location2': 'here'}"
Temperature conditions in my location,temperature_query,{'location': 'my location'}
Weather comparison: New York versus Tokyo,weather_comparison,"{'location1': 'New York', 'location2': 'Tokyo'}"
Weather prediction for Mumbai,weather_forecast,{'location': 'Mumbai'}
How do temperatures compare in Amsterdam and Singapore?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Singapore'}"
Compare current conditions in Amsterdam and current location,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'current location'}"
What's the temperature in Mumbai?,temperature_query,{'location': 'Mumbai'}
How does the weather in Dubai compare to Paris?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Paris'}"
Weather difference between here and Dubai,weather_comparison,"{'location1': 'here', 'location2': 'Dubai'}"
Temperature comparison between Dubai and current location,weather_comparison,"{'location1': 'Dubai', 'location2': 'current location'}"
How's the weather looking in New York?,current_weather,{'location': 'New York'}
Weather comparison: Dubai versus Berlin,weather_comparison,"{'location1': 'Dubai', 'location2': 'Berlin'}"
"Which is colder, Amsterdam or San Francisco?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'San Francisco'}"
Weather outlook for Berlin,weather_forecast,{'location': 'Berlin'}
"Which is colder, here or Moscow?",weather_comparison,"{'location1': 'here', 'location2': 'Moscow'}"
Temperature comparison between Moscow and San Francisco,weather_comparison,"{'location1': 'Moscow', 'location2': 'San Francisco'}"
Weather comparison: Tokyo versus New York,weather_comparison,"{'location1': 'Tokyo', 'location2': 'New York'}"
How do temperatures compare in Paris and London?,weather_comparison,"{'location1': 'Paris', 'location2': 'London'}"
"Which is warmer, Tokyo or London?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'London'}"
"Which is colder, New York or here?",weather_comparison,"{'location1': 'New York', 'location2': 'here'}"
Current temperature in London,temperature_query,{'location': 'London'}
How do temperatures compare in Rome and Mumbai?,weather_comparison,"{'location1': 'Rome', 'location2': 'Mumbai'}"
Temperature in Berlin right now,temperature_query,{'location': 'Berlin'}
How's the weather different in Mumbai vs New York?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'New York'}"
"Which is colder, Paris or New York?",weather_comparison,"{'location1': 'Paris', 'location2': 'New York'}"
Weather comparison between Berlin and my location,weather_comparison,"{'location1': 'Berlin', 'location2': 'my location'}"
How do temperatures compare in here and Moscow?,weather_comparison,"{'location1': 'here', 'location2': 'Moscow'}"
Temperature comparison between Moscow and my location,weather_comparison,"{'location1': 'Moscow', 'location2': 'my location'}"
Temperature comparison between Dubai and my location,weather_comparison,"{'location1': 'Dubai', 'location2': 'my location'}"
What's the weather difference between London and Sydney?,weather_comparison,"{'location1': 'London', 'location2': 'Sydney'}"
Compare weather in Dubai and New York,weather_comparison,"{'location1': 'Dubai', 'location2': 'New York'}"
"Which is warmer, Singapore or Dubai?",weather_comparison,"{'location1': 'Singapore', 'location2': 'Dubai'}"
"Which is warmer, Berlin or here?",weather_comparison,"{'location1': 'Berlin', 'location2': 'here'}"
How does the weather in London compare to Rome?,weather_comparison,"{'location1': 'London', 'location2': 'Rome'}"
Weather forecast for Dubai for the next few days,weather_forecast,{'location': 'Dubai'}
Compare current conditions in New York and Sydney,weather_comparison,"{'location1': 'New York', 'location2': 'Sydney'}"
Weather contrast between Sydney and Mumbai,weather_comparison,"{'location1': 'Sydney', 'location2': 'Mumbai'}"
What's the weather difference between London and Dubai?,weather_comparison,"{'location1': 'London', 'location2': 'Dubai'}"
Compare current conditions in Toronto and Rome,weather_comparison,"{'location1': 'Toronto', 'location2': 'Rome'}"
"Which is colder, San Francisco or Mumbai?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Mumbai'}"
Compare temperatures in Mumbai and Berlin,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Berlin'}"
Weather update for Sydney,current_weather,{'location': 'Sydney'}
Precipitation forecast for Berlin,precipitation_query,{'location': 'Berlin'}
Weather comparison: Amsterdam versus Mumbai,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Mumbai'}"
Compare temperatures in my location and Rome,weather_comparison,"{'location1': 'my location', 'location2': 'Rome'}"
Compare weather in London and New York,weather_comparison,"{'location1': 'London', 'location2': 'New York'}"
How do temperatures compare in Rome and current location?,weather_comparison,"{'location1': 'Rome', 'location2': 'current location'}"
"Hi, I need some weather information",general_greeting,{}
"Which is warmer, here or Mumbai?",weather_comparison,"{'location1': 'here', 'location2': 'Mumbai'}"
"Which city has better weather, Amsterdam or current location?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'current location'}"
Compare temperatures in my location and Toronto,weather_comparison,"{'location1': 'my location', 'location2': 'Toronto'}"
Weather difference between Toronto and Paris,weather_comparison,"{'location1': 'Toronto', 'location2': 'Paris'}"
"Which is colder, Sydney or London?",weather_comparison,"{'location1': 'Sydney', 'location2': 'London'}"
How does the weather in Mumbai compare to New York?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'New York'}"
How's the weather different in Moscow vs here?,weather_comparison,"{'location1': 'Moscow', 'location2': 'here'}"
How's the weather different in Singapore vs Dubai?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Dubai'}"
What's the weather difference between Amsterdam and Toronto?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Toronto'}"
"Which is colder, Rome or Singapore?",weather_comparison,"{'location1': 'Rome', 'location2': 'Singapore'}"
How do temperatures compare in Singapore and current location?,weather_comparison,"{'location1': 'Singapore', 'location2': 'current location'}"
Compare temperatures in Tokyo and Paris,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Paris'}"
"Which is warmer, Seoul or here?",weather_comparison,"{'location1': 'Seoul', 'location2': 'here'}"
Compare current conditions in Rome and Seoul,weather_comparison,"{'location1': 'Rome', 'location2': 'Seoul'}"
"Which is colder, Sydney or New York?",weather_comparison,"{'location1': 'Sydney', 'location2': 'New York'}"
What's the weather going to be like in London tomorrow?,weather_forecast,{'location': 'London'}
Temperature reading for Toronto,temperature_query,{'location': 'Toronto'}
Weather difference between current location and here,weather_comparison,"{'location1': 'current location', 'location2': 'here'}"
How does the weather in New York compare to Paris?,weather_comparison,"{'location1': 'New York', 'location2': 'Paris'}"
"Which is colder, my location or Seoul?",weather_comparison,"{'location1': 'my location', 'location2': 'Seoul'}"
"Which is warmer, London or San Francisco?",weather_comparison,"{'location1': 'London', 'location2': 'San Francisco'}"
Compare current conditions in my location and Berlin,weather_comparison,"{'location1': 'my location', 'location2': 'Berlin'}"
How do temperatures compare in Singapore and Toronto?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Toronto'}"
How do temperatures compare in London and Seoul?,weather_comparison,"{'location1': 'London', 'location2': 'Seoul'}"
Compare temperatures in Seoul and Berlin,weather_comparison,"{'location1': 'Seoul', 'location2': 'Berlin'}"
Weather comparison between Moscow and San Francisco,weather_comparison,"{'location1': 'Moscow', 'location2': 'San Francisco'}"
Compare weather in Seoul and Paris,weather_comparison,"{'location1': 'Seoul', 'location2': 'Paris'}"
Weather comparison between Sydney and Paris,weather_comparison,"{'location1': 'Sydney', 'location2': 'Paris'}"
Temperature comparison between Moscow and Berlin,weather_comparison,"{'location1': 'Moscow', 'location2': 'Berlin'}"
Weather difference between Amsterdam and Dubai,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Dubai'}"
Weather difference between Seoul and Berlin,weather_comparison,"{'location1': 'Seoul', 'location2': 'Berlin'}"
Compare temperatures in Rome and London,weather_comparison,"{'location1': 'Rome', 'location2': 'London'}"
Tell me the weather forecast for Berlin,weather_forecast,{'location': 'Berlin'}
Weather contrast between Mumbai and Berlin,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Berlin'}"
Temperature comparison between Dubai and here,weather_comparison,"{'location1': 'Dubai', 'location2': 'here'}"
Weather contrast between San Francisco and Singapore,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Singapore'}"
Temperature conditions in here,temperature_query,{'location': 'here'}
What's the weather difference between Amsterdam and London?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'London'}"
Compare temperatures in current location and Berlin,weather_comparison,"{'location1': 'current location', 'location2': 'Berlin'}"
Compare current conditions in Toronto and my location,weather_comparison,"{'location1': 'Toronto', 'location2': 'my location'}"
"Which is colder, London or Sydney?",weather_comparison,"{'location1': 'London', 'location2': 'Sydney'}"
Weather forecast for here for the next few days,weather_forecast,{'location': 'here'}
Rain forecast for Moscow,precipitation_query,{'location': 'Moscow'}
Compare temperatures in Tokyo and Toronto,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Toronto'}"
What's the temperature in Moscow?,current_weather,{'location': 'Moscow'}
Compare temperatures in Seoul and Moscow,weather_comparison,"{'location1': 'Seoul', 'location2': 'Moscow'}"
Weather contrast between Seoul and Berlin,weather_comparison,"{'location1': 'Seoul', 'location2': 'Berlin'}"
Compare temperatures in Rome and my location,weather_comparison,"{'location1': 'Rome', 'location2': 'my location'}"
How do temperatures compare in Seoul and Paris?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Paris'}"
"Which city has better weather, Mumbai or Toronto?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'Toronto'}"
Weather difference between New York and Singapore,weather_comparison,"{'location1': 'New York', 'location2': 'Singapore'}"
"Which is colder, Berlin or Singapore?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Singapore'}"
What's the weather right now in San Francisco?,current_weather,{'location': 'San Francisco'}
What's the weather going to be like this week in Berlin?,weather_forecast,{'location': 'Berlin'}
Weather comparison between Toronto and London,weather_comparison,"{'location1': 'Toronto', 'location2': 'London'}"
Weather comparison between Sydney and my location,weather_comparison,"{'location1': 'Sydney', 'location2': 'my location'}"
"Which city has better weather, San Francisco or Sydney?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Sydney'}"
Can you tell me the weather in London?,current_weather,{'location': 'London'}
How does the weather in Toronto compare to my location?,weather_comparison,"{'location1': 'Toronto', 'location2': 'my location'}"
"Which is colder, Dubai or San Francisco?",weather_comparison,"{'location1': 'Dubai', 'location2': 'San Francisco'}"
What's the weather difference between Rome and current location?,weather_comparison,"{'location1': 'Rome', 'location2': 'current location'}"
Weather comparison between New York and Moscow,weather_comparison,"{'location1': 'New York', 'location2': 'Moscow'}"
How do temperatures compare in here and current location?,weather_comparison,"{'location1': 'here', 'location2': 'current location'}"
Compare temperatures in here and Seoul,weather_comparison,"{'location1': 'here', 'location2': 'Seoul'}"
Temperature comparison between Singapore and Tokyo,weather_comparison,"{'location1': 'Singapore', 'location2': 'Tokyo'}"
"Which is warmer, Sydney or my location?",weather_comparison,"{'location1': 'Sydney', 'location2': 'my location'}"
Compare current conditions in Mumbai and current location,weather_comparison,"{'location1': 'Mumbai', 'location2': 'current location'}"
"Which city has better weather, London or Seoul?",weather_comparison,"{'location1': 'London', 'location2': 'Seoul'}"
Will it snow in Dubai tomorrow?,weather_forecast,{'location': 'Dubai'}
Compare weather in current location and Berlin,weather_comparison,"{'location1': 'current location', 'location2': 'Berlin'}"
"Which city has better weather, Toronto or New York?",weather_comparison,"{'location1': 'Toronto', 'location2': 'New York'}"
Compare temperatures in Mumbai and Paris,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Paris'}"
"Which is warmer, Berlin or Seoul?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Seoul'}"
Compare weather in Paris and current location,weather_comparison,"{'location1': 'Paris', 'location2': 'current location'}"
How do temperatures compare in Dubai and Toronto?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Toronto'}"
Compare weather in Mumbai and Tokyo,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Tokyo'}"
Compare current conditions in Singapore and San Francisco,weather_comparison,"{'location1': 'Singapore', 'location2': 'San Francisco'}"
Weather comparison between Rome and Paris,weather_comparison,"{'location1': 'Rome', 'location2': 'Paris'}"
How's the weather different in here vs current location?,weather_comparison,"{'location1': 'here', 'location2': 'current location'}"
Weather contrast between current location and Dubai,weather_comparison,"{'location1': 'current location', 'location2': 'Dubai'}"
Weather difference between Amsterdam and Singapore,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Singapore'}"
How cold is it in Berlin?,temperature_query,{'location': 'Berlin'}
How do temperatures compare in Berlin and Mumbai?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Mumbai'}"
"Which is warmer, London or Rome?",weather_comparison,"{'location1': 'London', 'location2': 'Rome'}"
Weather update for my location,current_weather,{'location': 'my location'}
Weather comparison between London and Amsterdam,weather_comparison,"{'location1': 'London', 'location2': 'Amsterdam'}"
